ct,ca,tiempo,tiempo_c
2, 100, 0.798136, 0.441071
4, 100, 0.782649, 0.391568
16, 100, 0.792031, 0.399596
32, 100, 0.7769, 0.397906
64, 100, 0.769497, 0.393075
2, 100, 1.04725, 0.627646
4, 100, 0.77811, 0.38553
16, 100, 0.806848, 0.394647
32, 100, 0.797903, 0.40624
64, 100, 0.790798, 0.385598
2, 100, 0.807403, 0.448383
4, 100, 0.77909, 0.384648
16, 100, 0.810106, 0.390537
32, 100, 0.787565, 0.397497
64, 100, 0.791847, 0.391925
2, 100, 1.01351, 0.639538
4, 100, 0.772672, 0.377909
16, 100, 0.814003, 0.390421
32, 100, 0.804078, 0.413261
64, 100, 0.808945, 0.398545
2, 100, 0.82066, 0.456342
4, 100, 0.779603, 0.386403
16, 100, 0.809519, 0.386549
32, 100, 0.797279, 0.406314
64, 100, 0.820946, 0.401196
2, 100, 0.813699, 0.452103
4, 100, 0.777238, 0.386398
16, 100, 0.786833, 0.392771
32, 100, 0.792887, 0.403557
64, 100, 0.823997, 0.396309
2, 100, 0.816004, 0.452622
4, 100, 0.82875, 0.407525
16, 100, 0.801083, 0.381688
32, 100, 0.792863, 0.39571
64, 100, 0.805346, 0.406581
2, 100, 0.811641, 0.450712
4, 100, 0.780064, 0.383732
16, 100, 0.823034, 0.387656
32, 100, 0.796615, 0.396038
64, 100, 0.814815, 0.387565
2, 100, 0.810233, 0.444292
4, 100, 0.79722, 0.398976
16, 100, 0.79737, 0.38939
32, 100, 0.796811, 0.395756
64, 100, 0.811031, 0.394034
2, 100, 0.998947, 0.463651
4, 100, 0.781473, 0.390081
16, 100, 0.810871, 0.393955
32, 100, 0.802939, 0.404635
64, 100, 0.798733, 0.396933
2, 100, 0.797014, 0.436224
4, 100, 0.780265, 0.386049
16, 100, 0.807788, 0.386451
32, 100, 0.7868, 0.399471
64, 100, 0.825786, 0.401893
2, 100, 0.7946, 0.513168
4, 100, 0.772901, 0.385621
16, 100, 0.808637, 0.387452
32, 100, 0.777577, 0.39648
64, 100, 0.825526, 0.387628
2, 100, 0.801449, 0.443475
4, 100, 0.778094, 0.386324
16, 100, 0.809759, 0.387302
32, 100, 0.762718, 0.39062
64, 100, 0.791329, 0.384879
2, 100, 1.02551, 0.650754
4, 100, 0.788856, 0.390329
16, 100, 0.776637, 0.383461
32, 100, 0.795307, 0.398425
64, 100, 0.818093, 0.386624
2, 100, 0.802712, 0.447297
4, 100, 0.788168, 0.392658
16, 100, 0.768184, 0.391919
32, 100, 0.837169, 0.413801
64, 100, 0.801184, 0.393444
2, 100, 1.06437, 0.617105
4, 100, 0.788289, 0.384479
16, 100, 0.809234, 0.382143
32, 100, 0.80974, 0.398489
64, 100, 0.787378, 0.390953
2, 100, 0.813663, 0.448778
4, 100, 0.773419, 0.387875
16, 100, 0.772603, 0.388608
32, 100, 0.763789, 0.405236
64, 100, 0.817936, 0.402424
2, 100, 1.00892, 0.444905
4, 100, 0.776187, 0.384198
16, 100, 0.79102, 0.389414
32, 100, 0.806146, 0.400453
64, 100, 0.817057, 0.394704
2, 100, 1.00655, 0.444476
4, 100, 0.779443, 0.383896
16, 100, 0.792945, 0.38859
32, 100, 0.793274, 0.403605
64, 100, 0.768459, 0.404943
2, 100, 0.980834, 0.509173
4, 100, 0.776678, 0.385588
16, 100, 0.825975, 0.388892
32, 100, 0.784573, 0.401141
64, 100, 0.827906, 0.399632
2, 100, 0.80702, 0.448963
4, 100, 0.781846, 0.389276
16, 100, 0.808495, 0.436277
32, 100, 0.789552, 0.394667
64, 100, 0.82902, 0.410523
2, 100, 0.848861, 0.466188
4, 100, 0.782167, 0.383476
16, 100, 0.823988, 0.394011
32, 100, 0.797299, 0.40014
64, 100, 0.787898, 0.390666
2, 100, 0.804815, 0.448038
4, 100, 0.790864, 0.396872
16, 100, 0.796428, 0.446154
32, 100, 0.784223, 0.408583
64, 100, 0.782182, 0.396117
2, 100, 0.804776, 0.442843
4, 100, 0.781833, 0.406112
16, 100, 0.815473, 0.400648
32, 100, 0.766963, 0.404974
64, 100, 0.818147, 0.420403
2, 100, 0.80474, 0.468068
4, 100, 0.807254, 0.390155
16, 100, 0.799239, 0.394877
32, 100, 0.80251, 0.409615
64, 100, 0.831514, 0.400251
2, 100, 0.918605, 0.467998
4, 100, 0.784748, 0.387629
16, 100, 0.815423, 0.397307
32, 100, 0.810068, 0.399551
64, 100, 0.814741, 0.393259
2, 100, 1.01447, 0.446898
4, 100, 0.779258, 0.387464
16, 100, 0.787153, 0.388117
32, 100, 0.779986, 0.39647
64, 100, 0.788203, 0.393881
2, 100, 0.799977, 0.481318
4, 100, 0.776739, 0.379343
16, 100, 0.787236, 0.392367
32, 100, 0.80681, 0.398679
64, 100, 0.80056, 0.3935
2, 100, 0.805603, 0.650607
4, 100, 0.830157, 0.401689
16, 100, 0.781221, 0.394578
32, 100, 0.7695, 0.396861
64, 100, 0.796266, 0.384067
2, 100, 1.01459, 0.643788
4, 100, 0.77892, 0.3799
16, 100, 0.795198, 0.395176
32, 100, 0.792375, 0.40651
64, 100, 0.793236, 0.389622
2, 100, 0.811791, 0.450245
4, 100, 0.774664, 0.382855
16, 100, 0.794898, 0.402256
32, 100, 0.791658, 0.408921
64, 100, 0.804162, 0.385721
2, 100, 1.0005, 0.44488
4, 100, 0.779249, 0.386134
16, 100, 0.805485, 0.384877
32, 100, 0.799124, 0.403576
64, 100, 0.826647, 0.392304
2, 100, 0.798918, 0.435051
4, 100, 0.7843, 0.38714
16, 100, 0.814377, 0.401219
32, 100, 0.805591, 0.404413
64, 100, 0.82767, 0.400734
2, 100, 0.814569, 0.447419
4, 100, 0.775851, 0.381826
16, 100, 0.801229, 0.391411
32, 100, 0.774355, 0.404888
64, 100, 0.780743, 0.396184
2, 100, 1.02009, 0.445286
4, 100, 0.778918, 0.384817
16, 100, 0.812704, 0.386811
32, 100, 0.797077, 0.398082
64, 100, 0.783898, 0.412737
2, 100, 0.805616, 0.445761
4, 100, 0.786905, 0.389393
16, 100, 0.801425, 0.474951
32, 100, 0.789116, 0.402083
64, 100, 0.812873, 0.398932
2, 100, 1.02108, 0.444411
4, 100, 0.769909, 0.383206
16, 100, 0.787115, 0.390285
32, 100, 0.787278, 0.415916
64, 100, 0.810564, 0.385446
2, 100, 1.02929, 0.46042
4, 100, 0.778243, 0.383931
16, 100, 0.812174, 0.393151
32, 100, 0.797954, 0.40612
64, 100, 0.815362, 0.401471
2, 100, 0.813123, 0.646761
4, 100, 0.775548, 0.382729
16, 100, 0.813621, 0.39352
32, 100, 0.798889, 0.402573
64, 100, 0.807649, 0.396495
2, 100, 0.804375, 0.630357
4, 100, 0.782908, 0.385806
16, 100, 0.810938, 0.391482
32, 100, 0.792977, 0.396773
64, 100, 0.831399, 0.417786
2, 100, 1.02745, 0.468413
4, 100, 0.774233, 0.384315
16, 100, 0.816715, 0.394013
32, 100, 0.795186, 0.401593
64, 100, 0.814143, 0.382353
2, 100, 0.820709, 0.45886
4, 100, 0.782207, 0.39531
16, 100, 0.784055, 0.387517
32, 100, 0.783027, 0.401201
64, 100, 0.826072, 0.405116
2, 100, 0.895617, 0.640683
4, 100, 0.782075, 0.39275
16, 100, 0.783448, 0.388562
32, 100, 0.808184, 0.401714
64, 100, 0.768516, 0.391678
2, 100, 0.796042, 0.441602
4, 100, 0.78124, 0.381892
16, 100, 0.813832, 0.390266
32, 100, 0.787948, 0.394793
64, 100, 0.808076, 0.402762
2, 100, 0.804574, 0.444305
4, 100, 0.776428, 0.381003
16, 100, 0.799063, 0.386076
32, 100, 0.79464, 0.405871
64, 100, 0.816439, 0.390515
2, 100, 0.801463, 0.442125
4, 100, 0.776247, 0.382083
16, 100, 0.823481, 0.385321
32, 100, 0.791446, 0.397311
64, 100, 0.800811, 0.393616
2, 100, 0.803789, 0.440556
4, 100, 0.778927, 0.385742
16, 100, 0.805264, 0.397116
32, 100, 0.782727, 0.39968
64, 100, 0.812783, 0.376072
2, 100, 0.806957, 0.447625
4, 100, 0.776821, 0.387606
16, 100, 0.809274, 0.392814
32, 100, 0.791809, 0.402814
64, 100, 0.797332, 0.396389
2, 100, 1.01315, 0.541191
4, 100, 0.791419, 0.39063
16, 100, 0.775039, 0.387654
32, 100, 0.80455, 0.398551
64, 100, 0.812184, 0.391993
2, 100, 0.804195, 0.482788
4, 100, 0.778326, 0.387331
16, 100, 0.804877, 0.407554
32, 100, 0.809611, 0.402252
64, 100, 0.784686, 0.387445
2, 100, 0.999777, 0.442295
4, 100, 0.772906, 0.383169
16, 100, 0.815045, 0.38862
32, 100, 0.794011, 0.400493
64, 100, 0.791553, 0.393787
2, 100, 1.01412, 0.45936
4, 100, 0.770575, 0.384275
16, 100, 0.775525, 0.390772
32, 100, 0.774211, 0.400212
64, 100, 0.792586, 0.390568
2, 100, 0.807736, 0.443867
4, 100, 0.78351, 0.385976
16, 100, 0.781084, 0.392018
32, 100, 0.795239, 0.410725
64, 100, 0.809475, 0.393828
2, 100, 0.809657, 0.446362
4, 100, 0.787985, 0.382151
16, 100, 0.783911, 0.386992
32, 100, 0.79543, 0.396736
64, 100, 0.827024, 0.383249
2, 100, 0.811106, 0.446265
4, 100, 0.779419, 0.396771
16, 100, 0.790026, 0.388961
32, 100, 0.787598, 0.397656
64, 100, 0.812862, 0.391879
2, 100, 1.01709, 0.544849
4, 100, 0.780954, 0.385861
16, 100, 0.794748, 0.388081
32, 100, 0.797077, 0.401177
64, 100, 0.792667, 0.397251
2, 100, 0.838012, 0.460519
4, 100, 0.785813, 0.38812
16, 100, 0.808718, 0.391293
32, 100, 0.782088, 0.397521
64, 100, 0.811526, 0.39813
2, 100, 0.809448, 0.454291
4, 100, 0.77783, 0.384742
16, 100, 0.809301, 0.383994
32, 100, 0.785836, 0.409476
64, 100, 0.820461, 0.393671
2, 100, 1.00403, 0.445466
4, 100, 0.783739, 0.380298
16, 100, 0.803181, 0.388834
32, 100, 0.788849, 0.399609
64, 100, 0.814159, 0.400257
2, 100, 0.799939, 0.443356
4, 100, 0.775099, 0.383436
16, 100, 0.85181, 0.390066
32, 100, 0.799699, 0.401409
64, 100, 0.812576, 0.389057
2, 100, 0.802952, 0.446908
4, 100, 0.7862, 0.392965
16, 100, 0.813486, 0.388024
32, 100, 0.787518, 0.400506
64, 100, 0.801733, 0.396735
2, 100, 0.80609, 0.449122
4, 100, 0.779848, 0.385741
16, 100, 0.854853, 0.401704
32, 100, 0.801957, 0.399087
64, 100, 0.792111, 0.399832
2, 100, 0.804539, 0.445769
4, 100, 0.779589, 0.391696
16, 100, 0.819764, 0.391038
32, 100, 0.775238, 0.406817
64, 100, 0.806223, 0.397675
2, 100, 0.811469, 0.448516
4, 100, 0.791754, 0.385314
16, 100, 0.787844, 0.387624
32, 100, 0.800781, 0.401171
64, 100, 0.827244, 0.393034
2, 100, 0.797864, 0.4416
4, 100, 0.781475, 0.387285
16, 100, 0.798634, 0.392717
32, 100, 0.793519, 0.400008
64, 100, 0.780923, 0.389872
2, 100, 0.942926, 0.441696
4, 100, 0.796633, 0.385996
16, 100, 0.808294, 0.393282
32, 100, 0.788591, 0.40317
64, 100, 0.801299, 0.38893
2, 100, 1.01109, 0.569502
4, 100, 0.794228, 0.400356
16, 100, 0.7892, 0.388934
32, 100, 0.797753, 0.406075
64, 100, 0.822001, 0.388978
2, 100, 0.801229, 0.639377
4, 100, 0.774727, 0.381827
16, 100, 0.783628, 0.396664
32, 100, 0.796232, 0.398257
64, 100, 0.814658, 0.401946
2, 100, 0.808646, 0.51753
4, 100, 0.776918, 0.387991
16, 100, 0.789191, 0.386696
32, 100, 0.805368, 0.39822
64, 100, 0.805423, 0.396593
2, 100, 0.811091, 0.447969
4, 100, 0.790909, 0.389233
16, 100, 0.770344, 0.390439
32, 100, 0.806796, 0.406365
64, 100, 0.854424, 0.406683
2, 100, 0.81086, 0.449912
4, 100, 0.789137, 0.392708
16, 100, 0.794374, 0.387607
32, 100, 0.798489, 0.393554
64, 100, 0.81245, 0.405179
2, 100, 0.807254, 0.442952
4, 100, 0.775393, 0.386773
16, 100, 0.801066, 0.390648
32, 100, 0.786507, 0.403318
64, 100, 0.755127, 0.392617
2, 100, 0.796398, 0.523087
4, 100, 0.781563, 0.384641
16, 100, 0.80243, 0.391363
32, 100, 0.795202, 0.39774
64, 100, 0.773746, 0.401382
2, 100, 1.01599, 0.44642
4, 100, 0.778471, 0.384118
16, 100, 0.808813, 0.399868
32, 100, 0.792579, 0.399646
64, 100, 0.804599, 0.399321
2, 100, 0.801297, 0.436653
4, 100, 0.779748, 0.378895
16, 100, 0.805533, 0.395705
32, 100, 0.794702, 0.400463
64, 100, 0.811261, 0.40398
2, 100, 1.01659, 0.442848
4, 100, 0.779326, 0.390093
16, 100, 0.813313, 0.407812
32, 100, 0.792039, 0.402594
64, 100, 0.808714, 0.392114
2, 100, 0.801605, 0.445434
4, 100, 0.77859, 0.389934
16, 100, 0.805721, 0.390483
32, 100, 0.781374, 0.393084
64, 100, 0.792037, 0.383725
2, 100, 1.00951, 0.63464
4, 100, 0.785777, 0.392005
16, 100, 0.80805, 0.390676
32, 100, 0.798199, 0.40099
64, 100, 0.787722, 0.385923
2, 100, 1.00281, 0.447973
4, 100, 0.796723, 0.392233
16, 100, 0.801123, 0.390835
32, 100, 0.802211, 0.405234
64, 100, 0.818316, 0.41954
2, 100, 1.01625, 0.443231
4, 100, 0.785198, 0.388656
16, 100, 0.79596, 0.394135
32, 100, 0.781926, 0.401065
64, 100, 0.787861, 0.392036
2, 100, 0.805538, 0.436839
4, 100, 0.778801, 0.383422
16, 100, 0.80459, 0.384759
32, 100, 0.789736, 0.395461
64, 100, 0.808449, 0.38969
2, 100, 0.809267, 0.451796
4, 100, 0.771363, 0.386482
16, 100, 0.797539, 0.384692
32, 100, 0.788561, 0.392567
64, 100, 0.802556, 0.390911
2, 100, 1.02943, 0.454323
4, 100, 0.787263, 0.385155
16, 100, 0.808989, 0.393017
32, 100, 0.792563, 0.394916
64, 100, 0.799126, 0.389942
2, 100, 0.80995, 0.449668
4, 100, 0.77535, 0.383233
16, 100, 0.787417, 0.38828
32, 100, 0.768475, 0.400055
64, 100, 0.834977, 0.402839
2, 100, 0.998327, 0.63214
4, 100, 0.782061, 0.383264
16, 100, 0.817917, 0.394909
32, 100, 0.780462, 0.396896
64, 100, 0.820481, 0.38963
2, 100, 0.80041, 0.46224
4, 100, 0.780535, 0.385156
16, 100, 0.813669, 0.390643
32, 100, 0.791345, 0.400965
64, 100, 0.797894, 0.389244
2, 100, 0.790942, 0.438406
4, 100, 0.78803, 0.38338
16, 100, 0.811134, 0.386651
32, 100, 0.792582, 0.392833
64, 100, 0.770384, 0.399686
2, 100, 0.810075, 0.604509
4, 100, 0.776955, 0.390603
16, 100, 0.810041, 0.390301
32, 100, 0.800547, 0.402685
64, 100, 0.852897, 0.420777
2, 100, 0.807221, 0.449117
4, 100, 0.783105, 0.381736
16, 100, 0.802466, 0.38771
32, 100, 0.789072, 0.394295
64, 100, 0.796866, 0.396103
2, 100, 0.802392, 0.441535
4, 100, 0.78181, 0.393082
16, 100, 0.789447, 0.388025
32, 100, 0.79214, 0.399076
64, 100, 0.81994, 0.395463
2, 100, 0.800008, 0.443815
4, 100, 0.782716, 0.386001
16, 100, 0.816841, 0.390893
32, 100, 0.797757, 0.399298
64, 100, 0.790769, 0.399916
2, 100, 1.00294, 0.446521
4, 100, 0.788269, 0.390915
16, 100, 0.777659, 0.385662
32, 100, 0.792442, 0.40809
64, 100, 0.806591, 0.398414
2, 100, 0.818319, 0.452331
4, 100, 0.773672, 0.379498
16, 100, 0.76826, 0.389508
32, 100, 0.794796, 0.391966
64, 100, 0.785123, 0.380039
2, 100, 0.806598, 0.651741
4, 100, 0.78131, 0.392674
16, 100, 0.788689, 0.397429
32, 100, 0.791079, 0.400241
64, 100, 0.799321, 0.398308
2, 100, 1.01254, 0.449754
4, 100, 0.777322, 0.387619
16, 100, 0.794679, 0.389337
32, 100, 0.791889, 0.401501
64, 100, 0.796739, 0.393577
2, 100, 0.801281, 0.610305
4, 100, 0.781635, 0.387566
16, 100, 0.827602, 0.389313
32, 100, 0.790357, 0.399363
64, 100, 0.820297, 0.394736
2, 100, 0.807955, 0.641843
4, 100, 0.779497, 0.38438
16, 100, 0.765949, 0.390371
32, 100, 0.785581, 0.397753
64, 100, 0.772977, 0.401005
2, 100, 1.03888, 0.462465
4, 100, 0.772936, 0.389716
16, 100, 0.803551, 0.385242
32, 100, 0.766389, 0.413411
64, 100, 0.796915, 0.396527
2, 100, 0.797401, 0.468671
4, 100, 0.774601, 0.383035
16, 100, 0.852516, 0.386045
32, 100, 0.784154, 0.398353
64, 100, 0.786466, 0.395251
2, 100, 0.813639, 0.455011
4, 100, 0.7846, 0.391242
16, 100, 0.792954, 0.397664
32, 100, 0.783379, 0.393225
64, 100, 0.825354, 0.389185
2, 100, 0.802738, 0.523552
4, 100, 0.782391, 0.388303
16, 100, 0.856788, 0.411056
32, 100, 0.767892, 0.406051
64, 100, 0.825035, 0.388335
2, 100, 1.00609, 0.449907
4, 100, 0.781025, 0.385409
16, 100, 0.794616, 0.392568
32, 100, 0.800827, 0.408987
64, 100, 0.813631, 0.392247
2, 100, 0.808408, 0.449317
4, 100, 0.78624, 0.387789
16, 100, 0.81965, 0.382156
32, 100, 0.782874, 0.397595
64, 100, 0.816468, 0.394368
2, 100, 0.803342, 0.442057
4, 100, 0.787493, 0.385648
16, 100, 0.784635, 0.384853
32, 100, 0.781501, 0.39007
64, 100, 0.801719, 0.394342
2, 100, 0.802609, 0.44923
4, 100, 0.777453, 0.388267
16, 100, 0.791847, 0.383201
32, 100, 0.785542, 0.403422
64, 100, 0.823613, 0.394724
2, 100, 0.995018, 0.44412
4, 100, 0.771506, 0.383147
16, 100, 0.819692, 0.39719
32, 100, 0.776269, 0.398117
64, 100, 0.809211, 0.401351
2, 100, 0.802455, 0.441953
4, 100, 0.777079, 0.392543
16, 100, 0.808359, 0.390348
32, 100, 0.792472, 0.396247
64, 100, 0.812024, 0.394335
2, 100, 0.811475, 0.452698
4, 100, 0.771292, 0.387917
16, 100, 0.804791, 0.387759
32, 100, 0.794497, 0.399999
64, 100, 0.832039, 0.386439
2, 100, 1.01063, 0.446955
4, 100, 0.769431, 0.385367
16, 100, 0.822664, 0.399722
32, 100, 0.786792, 0.412256
64, 100, 0.816377, 0.386646
2, 100, 1.00033, 0.446612
4, 100, 0.786708, 0.386239
16, 100, 0.785649, 0.394346
32, 100, 0.771046, 0.405821
64, 100, 0.805439, 0.386127
2, 100, 1.01817, 0.506237
4, 100, 0.772558, 0.384258
16, 100, 0.772084, 0.387708
32, 100, 0.797937, 0.395195
64, 100, 0.812779, 0.406838
2, 100, 1.02755, 0.454683
4, 100, 0.776695, 0.384681
16, 100, 0.806004, 0.39221
32, 100, 0.778059, 0.400293
64, 100, 0.806764, 0.392393
2, 100, 1.01028, 0.452394
4, 100, 0.785185, 0.386122
16, 100, 0.774677, 0.388394
32, 100, 0.791626, 0.396736
64, 100, 0.797185, 0.391073
2, 100, 1.00012, 0.441733
4, 100, 0.797166, 0.38819
16, 100, 0.770562, 0.388282
32, 100, 0.772225, 0.400772
64, 100, 0.818604, 0.397533
2, 100, 0.996919, 0.441451
4, 100, 0.775169, 0.380293
16, 100, 0.77338, 0.395665
32, 100, 0.795306, 0.397949
64, 100, 0.799901, 0.392316
2, 100, 1.01474, 0.447296
4, 100, 0.78457, 0.434405
16, 100, 0.806112, 0.391355
32, 100, 0.790803, 0.397542
64, 100, 0.820061, 0.384508
2, 100, 0.795308, 0.442472
4, 100, 0.776094, 0.385276
16, 100, 0.778216, 0.386994
32, 100, 0.778, 0.400494
64, 100, 0.840657, 0.411281
2, 100, 0.804413, 0.451424
4, 100, 0.778305, 0.384276
16, 100, 0.80905, 0.391469
32, 100, 0.790161, 0.399698
64, 100, 0.815407, 0.425482
2, 100, 1.00015, 0.633553
4, 100, 0.78918, 0.396892
16, 100, 0.791843, 0.397275
32, 100, 0.793324, 0.40036
64, 100, 0.811545, 0.389733
2, 100, 0.981676, 0.451889
4, 100, 0.825532, 0.409573
16, 100, 0.799403, 0.383001
32, 100, 0.799894, 0.401958
64, 100, 0.815298, 0.403501
2, 100, 1.00124, 0.442377
4, 100, 0.782501, 0.386108
16, 100, 0.813664, 0.39558
32, 100, 0.78621, 0.398653
64, 100, 0.782786, 0.384803
2, 100, 0.804664, 0.444479
4, 100, 0.776639, 0.384498
16, 100, 0.808995, 0.389047
32, 100, 0.792304, 0.395835
64, 100, 0.802418, 0.389241
2, 100, 1.00892, 0.453523
4, 100, 0.788856, 0.391983
16, 100, 0.786687, 0.384509
32, 100, 0.793085, 0.397675
64, 100, 0.816445, 0.396654
2, 100, 0.801859, 0.44264
4, 100, 0.775081, 0.382812
16, 100, 0.790011, 0.392228
32, 100, 0.794099, 0.401329
64, 100, 0.805033, 0.393279
2, 100, 0.802788, 0.443304
4, 100, 0.782115, 0.383534
16, 100, 0.797367, 0.381936
32, 100, 0.792357, 0.396504
64, 100, 0.801694, 0.387062
2, 100, 0.793532, 0.540739
4, 100, 0.794862, 0.393271
16, 100, 0.820001, 0.394011
32, 100, 0.797344, 0.401783
64, 100, 0.810677, 0.401351
2, 100, 1.01692, 0.447412
4, 100, 0.777916, 0.383547
16, 100, 0.807275, 0.396988
32, 100, 0.785043, 0.392279
64, 100, 0.803643, 0.394959
2, 100, 0.810598, 0.454504
4, 100, 0.775567, 0.389259
16, 100, 0.808369, 0.394957
32, 100, 0.804212, 0.409004
64, 100, 0.802263, 0.392482
2, 100, 1.01957, 0.44499
4, 100, 0.778953, 0.390672
16, 100, 0.805428, 0.384354
32, 100, 0.840119, 0.414695
64, 100, 0.803706, 0.398446
2, 100, 0.804197, 0.445986
4, 100, 0.782628, 0.382773
16, 100, 0.844676, 0.412744
32, 100, 0.799223, 0.394065
64, 100, 0.790225, 0.393108
2, 100, 1.02178, 0.453009
4, 100, 0.778804, 0.381472
16, 100, 0.780738, 0.386279
32, 100, 0.798355, 0.40453
64, 100, 0.794219, 0.396962
2, 100, 1.00814, 0.447043
4, 100, 0.779762, 0.387619
16, 100, 0.809634, 0.394282
32, 100, 0.798961, 0.402802
64, 100, 0.798278, 0.394075
2, 100, 0.808394, 0.449346
4, 100, 0.776186, 0.386367
16, 100, 0.80938, 0.388335
32, 100, 0.797437, 0.403358
64, 100, 0.802343, 0.39546
2, 100, 0.817891, 0.621176
4, 100, 0.782894, 0.385362
16, 100, 0.778029, 0.38414
32, 100, 0.796362, 0.399247
64, 100, 0.804849, 0.391573
2, 100, 1.0324, 0.645182
4, 100, 0.776826, 0.387203
16, 100, 0.848925, 0.409853
32, 100, 0.792904, 0.400472
64, 100, 0.814126, 0.392593
2, 100, 1.0087, 0.524428
4, 100, 0.778359, 0.382974
16, 100, 0.811452, 0.390119
32, 100, 0.787596, 0.400682
64, 100, 0.82008, 0.404744
2, 100, 0.807088, 0.446668
4, 100, 0.773815, 0.384962
16, 100, 0.803527, 0.39352
32, 100, 0.81417, 0.404144
64, 100, 0.791621, 0.389328
2, 100, 1.02566, 0.561178
4, 100, 0.804829, 0.385249
16, 100, 0.804883, 0.390873
32, 100, 0.804398, 0.409855
64, 100, 0.771617, 0.382106
2, 100, 1.02535, 0.537158
4, 100, 0.787498, 0.393413
16, 100, 0.807996, 0.38368
32, 100, 0.78462, 0.398209
64, 100, 0.810778, 0.385494
2, 100, 0.813739, 0.456067
4, 100, 0.783912, 0.388565
16, 100, 0.795324, 0.394443
32, 100, 0.784819, 0.399607
64, 100, 0.824561, 0.389616
2, 100, 0.804696, 0.633619
4, 100, 0.779644, 0.384119
16, 100, 0.785233, 0.389413
32, 100, 0.795321, 0.399694
64, 100, 0.823806, 0.399645
2, 100, 1.05738, 0.471972
4, 100, 0.78155, 0.38455
16, 100, 0.815878, 0.388799
32, 100, 0.797888, 0.405949
64, 100, 0.835931, 0.391569
2, 100, 1.01121, 0.443894
4, 100, 0.776666, 0.380803
16, 100, 0.795684, 0.385502
32, 100, 0.784639, 0.400579
64, 100, 0.809218, 0.390296
2, 100, 1.00145, 0.628068
4, 100, 0.783828, 0.385125
16, 100, 0.77713, 0.402738
32, 100, 0.793625, 0.402923
64, 100, 0.820555, 0.393613
2, 100, 1.00103, 0.445527
4, 100, 0.77853, 0.382046
16, 100, 0.842299, 0.406606
32, 100, 0.780708, 0.397483
64, 100, 0.805111, 0.391555
2, 100, 0.808479, 0.450456
4, 100, 0.777585, 0.381548
16, 100, 0.798997, 0.385921
32, 100, 0.788373, 0.390881
64, 100, 0.863595, 0.401966
2, 100, 0.800952, 0.633957
4, 100, 0.787878, 0.383905
16, 100, 0.790013, 0.388336
32, 100, 0.799067, 0.403374
64, 100, 0.793104, 0.38625
2, 100, 1.00414, 0.448018
4, 100, 0.780374, 0.381206
16, 100, 0.808399, 0.393612
32, 100, 0.776918, 0.404276
64, 100, 0.798856, 0.382756
2, 100, 1.00731, 0.448709
4, 100, 0.780977, 0.38857
16, 100, 0.804992, 0.3928
32, 100, 0.796301, 0.409449
64, 100, 0.819833, 0.395814
2, 100, 0.806936, 0.442845
4, 100, 0.777067, 0.383412
16, 100, 0.807476, 0.385402
32, 100, 0.790971, 0.398547
64, 100, 0.78155, 0.381921
2, 100, 1.00467, 0.590969
4, 100, 0.786152, 0.391276
16, 100, 0.809137, 0.389224
32, 100, 0.786144, 0.397893
64, 100, 0.803074, 0.401835
2, 100, 0.804672, 0.439375
4, 100, 0.790467, 0.381382
16, 100, 0.787062, 0.388163
32, 100, 0.783655, 0.402935
64, 100, 0.797417, 0.388635
2, 100, 0.81467, 0.534588
4, 100, 0.777931, 0.383467
16, 100, 0.786965, 0.392251
32, 100, 0.790601, 0.398382
64, 100, 0.824948, 0.388113
2, 100, 0.802531, 0.633009
4, 100, 0.773513, 0.385666
16, 100, 0.809574, 0.386081
32, 100, 0.783836, 0.403994
64, 100, 0.803637, 0.392834
2, 100, 1.01903, 0.443208
4, 100, 0.766078, 0.381121
16, 100, 0.811314, 0.386098
32, 100, 0.789093, 0.402236
64, 100, 0.772428, 0.455386
2, 100, 1.00912, 0.439067
4, 100, 0.769882, 0.381518
16, 100, 0.790387, 0.395788
32, 100, 0.807868, 0.406158
64, 100, 0.840275, 0.411255
2, 100, 0.805415, 0.449409
4, 100, 0.796173, 0.387011
16, 100, 0.823731, 0.408939
32, 100, 0.792235, 0.393443
64, 100, 0.798319, 0.383676
2, 100, 1.02355, 0.647266
4, 100, 0.776181, 0.388717
16, 100, 0.856299, 0.410179
32, 100, 0.790424, 0.402748
64, 100, 0.801498, 0.390856
2, 100, 1.001, 0.453084
4, 100, 0.775404, 0.384837
16, 100, 0.799567, 0.384644
32, 100, 0.76958, 0.393625
64, 100, 0.833859, 0.391863
2, 100, 1.01227, 0.446329
4, 100, 0.777379, 0.384874
16, 100, 0.795575, 0.384463
32, 100, 0.795235, 0.404685
64, 100, 0.798666, 0.38987
2, 100, 0.804756, 0.447013
4, 100, 0.787371, 0.391824
16, 100, 0.816403, 0.392494
32, 100, 0.795614, 0.39616
64, 100, 0.786815, 0.383641
2, 100, 1.03228, 0.445389
4, 100, 0.779762, 0.384645
16, 100, 0.804273, 0.390932
32, 100, 0.783081, 0.399105
64, 100, 0.791382, 0.385575
2, 100, 1.0177, 0.454511
4, 100, 0.77768, 0.385814
16, 100, 0.807621, 0.383363
32, 100, 0.786573, 0.403713
64, 100, 0.790206, 0.379816
2, 100, 0.994554, 0.467465
4, 100, 0.781752, 0.381929
16, 100, 0.789375, 0.388861
32, 100, 0.786852, 0.395437
64, 100, 0.808542, 0.395532
2, 100, 1.01373, 0.539305
4, 100, 0.787267, 0.387187
