ct,ca,tiempo,tiempo_c
16, 100, 0.768513, 0.386402
32, 100, 0.757539, 0.399441
64, 100, 0.807611, 0.386655
2, 100, 1.0249, 0.448274
4, 100, 0.781271, 0.384738
16, 100, 0.808391, 0.39157
32, 100, 0.802128, 0.408711
64, 100, 0.822522, 0.396264
2, 100, 1.01711, 0.449583
4, 100, 0.773633, 0.3844
16, 100, 0.781245, 0.383422
32, 100, 0.784203, 0.393782
64, 100, 0.798992, 0.385029
2, 100, 0.813884, 0.455523
4, 100, 0.786605, 0.393227
16, 100, 0.812513, 0.38961
32, 100, 0.799353, 0.400682
64, 100, 0.803875, 0.38422
2, 100, 1.01263, 0.437181
4, 100, 0.775422, 0.383361
16, 100, 0.776329, 0.3897
32, 100, 0.791717, 0.399898
64, 100, 0.778254, 0.391076
2, 100, 1.00435, 0.441808
4, 100, 0.784618, 0.391753
16, 100, 0.773861, 0.395043
32, 100, 0.789938, 0.405658
64, 100, 0.810621, 0.399348
2, 100, 1.00418, 0.451618
4, 100, 0.775308, 0.385152
16, 100, 0.809217, 0.389502
32, 100, 0.765254, 0.395989
64, 100, 0.8222, 0.393462
2, 100, 0.802831, 0.447656
4, 100, 0.779918, 0.385224
16, 100, 0.796776, 0.383271
32, 100, 0.794794, 0.399908
64, 100, 0.804006, 0.393187
2, 100, 0.819535, 0.447928
4, 100, 0.777785, 0.381984
16, 100, 0.788114, 0.387347
32, 100, 0.792442, 0.405309
64, 100, 0.819951, 0.391964
2, 100, 1.03241, 0.662599
4, 100, 0.779299, 0.387272
16, 100, 0.79004, 0.396532
32, 100, 0.780834, 0.400153
64, 100, 0.817604, 0.384386
2, 100, 0.81128, 0.454511
4, 100, 0.792736, 0.392664
16, 100, 0.804575, 0.394623
32, 100, 0.799894, 0.394864
64, 100, 0.787199, 0.388009
2, 100, 0.828199, 0.464676
4, 100, 0.775103, 0.390528
16, 100, 0.800029, 0.388825
32, 100, 0.792115, 0.40065
64, 100, 0.858465, 0.384664
2, 100, 1.0189, 0.450381
4, 100, 0.7796, 0.383142
16, 100, 0.820099, 0.395153
32, 100, 0.803163, 0.394943
64, 100, 0.788498, 0.387883
2, 100, 0.808526, 0.447588
4, 100, 0.777272, 0.385513
16, 100, 0.788105, 0.391805
32, 100, 0.788081, 0.398589
64, 100, 0.804451, 0.402305
2, 100, 0.810449, 0.443816
4, 100, 0.788371, 0.394337
16, 100, 0.863876, 0.41239
32, 100, 0.784567, 0.399702
64, 100, 0.824179, 0.388361
2, 100, 0.852238, 0.445126
4, 100, 0.781253, 0.383582
16, 100, 0.801983, 0.393586
32, 100, 0.770893, 0.408395
64, 100, 0.813638, 0.392813
2, 100, 0.809205, 0.450405
4, 100, 0.783798, 0.391384
16, 100, 0.777331, 0.386301
32, 100, 0.796029, 0.408473
64, 100, 0.807208, 0.385161
2, 100, 0.797782, 0.443781
4, 100, 0.776246, 0.384898
16, 100, 0.821673, 0.390705
32, 100, 0.774268, 0.399922
64, 100, 0.783307, 0.386646
2, 100, 1.0092, 0.635097
4, 100, 0.777947, 0.381438
16, 100, 0.81653, 0.390406
32, 100, 0.803783, 0.409256
64, 100, 0.79311, 0.393549
2, 100, 0.997011, 0.625277
4, 100, 0.769755, 0.384941
16, 100, 0.786197, 0.398957
32, 100, 0.789131, 0.390105
64, 100, 0.837015, 0.393677
2, 100, 0.806576, 0.447606
4, 100, 0.776547, 0.386433
16, 100, 0.816008, 0.391842
32, 100, 0.78635, 0.401735
64, 100, 0.787195, 0.394841
2, 100, 0.815891, 0.456238
4, 100, 0.774686, 0.384234
16, 100, 0.784308, 0.388109
32, 100, 0.789752, 0.396326
64, 100, 0.777996, 0.38829
2, 100, 0.808814, 0.448624
4, 100, 0.774766, 0.385193
16, 100, 0.808332, 0.392625
32, 100, 0.794855, 0.403012
64, 100, 0.767061, 0.391192
2, 100, 1.02027, 0.441271
4, 100, 0.776966, 0.385622
16, 100, 0.77173, 0.392133
32, 100, 0.788593, 0.40105
64, 100, 0.788615, 0.395567
2, 100, 0.803606, 0.447077
4, 100, 0.768501, 0.381347
16, 100, 0.811888, 0.3918
32, 100, 0.763393, 0.403658
64, 100, 0.81823, 0.400357
2, 100, 0.809167, 0.46428
4, 100, 0.784376, 0.387426
16, 100, 0.799982, 0.429851
32, 100, 0.804637, 0.399263
64, 100, 0.800377, 0.391823
2, 100, 0.809912, 0.451697
4, 100, 0.779077, 0.380597
16, 100, 0.780097, 0.38687
32, 100, 0.794562, 0.403415
64, 100, 0.788495, 0.391251
2, 100, 0.797912, 0.437389
4, 100, 0.77864, 0.387787
16, 100, 0.806016, 0.393455
32, 100, 0.793761, 0.405293
64, 100, 0.802855, 0.388208
2, 100, 0.994543, 0.548393
4, 100, 0.779863, 0.382956
16, 100, 0.78303, 0.389323
32, 100, 0.796681, 0.399001
64, 100, 0.800234, 0.388029
2, 100, 0.811167, 0.44837
4, 100, 0.779042, 0.380924
16, 100, 0.768101, 0.392053
32, 100, 0.781803, 0.40085
64, 100, 0.81135, 0.392516
2, 100, 0.804458, 0.441543
4, 100, 0.775771, 0.382122
16, 100, 0.81391, 0.387364
32, 100, 0.792254, 0.400526
64, 100, 0.798703, 0.399041
2, 100, 0.806449, 0.44994
4, 100, 0.777437, 0.384644
16, 100, 0.852359, 0.38658
32, 100, 0.793297, 0.401663
64, 100, 0.799359, 0.391067
2, 100, 0.805829, 0.442306
4, 100, 0.77463, 0.387024
16, 100, 0.820627, 0.389225
32, 100, 0.762114, 0.408122
64, 100, 0.829723, 0.389875
2, 100, 1.00677, 0.441383
4, 100, 0.778257, 0.386944
16, 100, 0.806155, 0.385616
32, 100, 0.754938, 0.399738
64, 100, 0.804982, 0.406865
2, 100, 1.01596, 0.446649
4, 100, 0.777896, 0.38852
16, 100, 0.796376, 0.386963
32, 100, 0.793898, 0.395667
64, 100, 0.802316, 0.38726
2, 100, 0.992669, 0.446044
4, 100, 0.778214, 0.382956
16, 100, 0.787196, 0.382497
32, 100, 0.800313, 0.399959
64, 100, 0.815932, 0.389716
2, 100, 0.805601, 0.448682
4, 100, 0.789362, 0.387167
16, 100, 0.779299, 0.387482
32, 100, 0.796162, 0.403095
64, 100, 0.815808, 0.392923
2, 100, 1.00601, 0.443483
4, 100, 0.771547, 0.378796
16, 100, 0.807218, 0.388056
32, 100, 0.770002, 0.397929
64, 100, 0.807268, 0.393347
2, 100, 0.810354, 0.447675
4, 100, 0.771493, 0.383443
16, 100, 0.813397, 0.387466
32, 100, 0.804029, 0.402331
64, 100, 0.781175, 0.383099
2, 100, 0.808822, 0.447349
4, 100, 0.779382, 0.386688
16, 100, 0.81697, 0.390321
32, 100, 0.794538, 0.403626
64, 100, 0.827388, 0.394983
2, 100, 1.00862, 0.445248
4, 100, 0.780645, 0.383803
16, 100, 0.809259, 0.393335
32, 100, 0.784226, 0.392728
64, 100, 0.814534, 0.39604
2, 100, 0.803593, 0.44799
4, 100, 0.783517, 0.387715
16, 100, 0.778314, 0.387715
32, 100, 0.790502, 0.402275
64, 100, 0.807527, 0.392757
2, 100, 1.01643, 0.444665
4, 100, 0.782768, 0.382854
16, 100, 0.784079, 0.385505
32, 100, 0.781899, 0.400728
64, 100, 0.852172, 0.405239
2, 100, 0.803447, 0.616535
4, 100, 0.777461, 0.383267
16, 100, 0.793886, 0.388831
32, 100, 0.792707, 0.40407
64, 100, 0.807961, 0.389735
2, 100, 0.798829, 0.439747
4, 100, 0.783217, 0.392308
16, 100, 0.824439, 0.392088
32, 100, 0.777284, 0.401919
64, 100, 0.830295, 0.385608
2, 100, 0.801033, 0.506005
4, 100, 0.777105, 0.386138
16, 100, 0.789048, 0.385908
32, 100, 0.781745, 0.392398
64, 100, 0.813294, 0.387637
2, 100, 0.804606, 0.616007
4, 100, 0.782672, 0.382552
16, 100, 0.799648, 0.389285
32, 100, 0.79046, 0.403835
64, 100, 0.824836, 0.397899
2, 100, 1.01753, 0.447488
4, 100, 0.782064, 0.382832
16, 100, 0.783296, 0.393659
32, 100, 0.789386, 0.400949
64, 100, 0.801918, 0.397166
2, 100, 0.80865, 0.445385
4, 100, 0.78705, 0.385733
16, 100, 0.812535, 0.395305
32, 100, 0.794081, 0.398066
64, 100, 0.800571, 0.396661
2, 100, 1.01676, 0.444596
4, 100, 0.77519, 0.382093
16, 100, 0.784934, 0.395899
32, 100, 0.793162, 0.401006
64, 100, 0.792308, 0.397943
2, 100, 0.800206, 0.44128
4, 100, 0.783655, 0.38645
16, 100, 0.813525, 0.391167
32, 100, 0.776853, 0.398029
64, 100, 0.793568, 0.406166
2, 100, 0.987348, 0.443787
4, 100, 0.778597, 0.37929
16, 100, 0.793847, 0.399012
32, 100, 0.774078, 0.404953
64, 100, 0.796163, 0.391055
2, 100, 0.802469, 0.441248
4, 100, 0.786385, 0.387353
16, 100, 0.78332, 0.392176
32, 100, 0.770309, 0.400413
64, 100, 0.809729, 0.389971
2, 100, 1.02396, 0.457006
4, 100, 0.77449, 0.382932
16, 100, 0.790395, 0.385192
32, 100, 0.798667, 0.40633
64, 100, 0.790655, 0.382561
2, 100, 1.0001, 0.442582
4, 100, 0.778543, 0.382639
16, 100, 0.874706, 0.408827
32, 100, 0.786122, 0.398123
64, 100, 0.768619, 0.402039
2, 100, 0.803757, 0.54004
4, 100, 0.776556, 0.385083
16, 100, 0.783709, 0.387429
32, 100, 0.784336, 0.39474
64, 100, 0.776797, 0.385326
2, 100, 0.809683, 0.449394
4, 100, 0.78515, 0.382433
16, 100, 0.816164, 0.393713
32, 100, 0.770135, 0.404329
64, 100, 0.809352, 0.387479
2, 100, 0.807738, 0.541985
4, 100, 0.769735, 0.382673
16, 100, 0.799965, 0.382905
32, 100, 0.809962, 0.404289
64, 100, 0.79175, 0.391089
2, 100, 0.816091, 0.454553
4, 100, 0.787532, 0.38707
16, 100, 0.807941, 0.38585
32, 100, 0.787405, 0.397729
64, 100, 0.816215, 0.39366
2, 100, 1.00963, 0.63571
4, 100, 0.781197, 0.386285
16, 100, 0.80969, 0.398101
32, 100, 0.820946, 0.406057
64, 100, 0.790747, 0.40264
2, 100, 0.842202, 0.609125
4, 100, 0.776333, 0.381915
16, 100, 0.770664, 0.391403
32, 100, 0.794448, 0.402387
64, 100, 0.816848, 0.390434
2, 100, 0.81782, 0.456702
4, 100, 0.783313, 0.385213
16, 100, 0.768463, 0.385529
32, 100, 0.772903, 0.3964
64, 100, 0.797718, 0.392577
2, 100, 1.00991, 0.447667
4, 100, 0.777579, 0.386435
16, 100, 0.806383, 0.389988
32, 100, 0.795345, 0.395188
64, 100, 0.835972, 0.403971
2, 100, 0.810286, 0.633399
4, 100, 0.780911, 0.387656
16, 100, 0.814181, 0.397685
32, 100, 0.801861, 0.405805
64, 100, 0.797976, 0.392236
2, 100, 0.798612, 0.443293
4, 100, 0.777686, 0.387834
16, 100, 0.81329, 0.389993
32, 100, 0.796244, 0.401796
64, 100, 0.808457, 0.388435
2, 100, 0.80497, 0.449523
4, 100, 0.79015, 0.391447
16, 100, 0.792618, 0.39859
32, 100, 0.788812, 0.40253
64, 100, 0.825584, 0.385238
2, 100, 0.800665, 0.44501
4, 100, 0.782289, 0.385255
16, 100, 0.79846, 0.38623
32, 100, 0.795042, 0.392811
64, 100, 0.793154, 0.395072
2, 100, 0.81514, 0.449646
4, 100, 0.781777, 0.384593
16, 100, 0.803574, 0.393518
32, 100, 0.755664, 0.39504
64, 100, 0.790486, 0.388662
2, 100, 1.00209, 0.441338
4, 100, 0.780194, 0.387553
16, 100, 0.791143, 0.390815
32, 100, 0.796049, 0.39786
64, 100, 0.809947, 0.395812
2, 100, 0.803225, 0.442496
4, 100, 0.7742, 0.382933
16, 100, 0.797265, 0.390714
32, 100, 0.785758, 0.407354
64, 100, 0.808007, 0.390804
2, 100, 0.99313, 0.445589
4, 100, 0.79624, 0.38724
16, 100, 0.845175, 0.414359
32, 100, 0.750362, 0.440766
64, 100, 0.809416, 0.387237
2, 100, 0.999716, 0.440294
4, 100, 0.778448, 0.384209
16, 100, 0.818148, 0.399626
32, 100, 0.786245, 0.401827
64, 100, 0.764143, 0.390437
2, 100, 1.01453, 0.452377
4, 100, 0.778004, 0.387624
16, 100, 0.803073, 0.3907
32, 100, 0.798727, 0.407618
64, 100, 0.800868, 0.389699
2, 100, 0.795199, 0.439274
4, 100, 0.792955, 0.3864
16, 100, 0.816397, 0.392609
32, 100, 0.794411, 0.405449
64, 100, 0.79462, 0.405302
2, 100, 1.01391, 0.448798
4, 100, 0.771464, 0.380496
16, 100, 0.80136, 0.392298
32, 100, 0.78015, 0.404718
64, 100, 0.809651, 0.393451
2, 100, 0.808537, 0.447535
4, 100, 0.826279, 0.401366
16, 100, 0.773053, 0.392903
32, 100, 0.780733, 0.402184
64, 100, 0.801575, 0.39546
2, 100, 1.02064, 0.443872
4, 100, 0.786668, 0.386931
16, 100, 0.783377, 0.385981
32, 100, 0.789911, 0.404752
64, 100, 0.814352, 0.392181
2, 100, 0.807715, 0.449527
4, 100, 0.773292, 0.384775
16, 100, 0.776033, 0.384832
32, 100, 0.788193, 0.40622
64, 100, 0.799148, 0.401389
2, 100, 0.99522, 0.444004
4, 100, 0.829901, 0.398928
16, 100, 0.785686, 0.398211
32, 100, 0.801216, 0.401407
64, 100, 0.814636, 0.392901
2, 100, 0.80977, 0.449659
4, 100, 0.785618, 0.386559
16, 100, 0.812946, 0.39353
32, 100, 0.80347, 0.405334
64, 100, 0.798241, 0.390767
2, 100, 0.804071, 0.447943
4, 100, 0.777352, 0.387133
16, 100, 0.786755, 0.387215
32, 100, 0.774092, 0.397253
64, 100, 0.832292, 0.38787
2, 100, 0.79692, 0.440227
4, 100, 0.773336, 0.382369
16, 100, 0.815415, 0.391833
32, 100, 0.796733, 0.405296
64, 100, 0.805015, 0.396336
2, 100, 0.820454, 0.456054
4, 100, 0.778055, 0.384399
16, 100, 0.804527, 0.384965
32, 100, 0.795695, 0.405183
64, 100, 0.822386, 0.38772
2, 100, 0.801313, 0.446222
4, 100, 0.783885, 0.389215
16, 100, 0.776985, 0.391606
32, 100, 0.75251, 0.397901
64, 100, 0.800956, 0.392273
2, 100, 0.805314, 0.445151
4, 100, 0.768883, 0.38617
16, 100, 0.800786, 0.391348
32, 100, 0.804122, 0.404712
64, 100, 0.77403, 0.384429
2, 100, 0.817004, 0.461673
4, 100, 0.779527, 0.38611
16, 100, 0.801303, 0.38843
32, 100, 0.793791, 0.398862
64, 100, 0.81792, 0.391665
2, 100, 0.813792, 0.450475
4, 100, 0.770463, 0.382662
16, 100, 0.81249, 0.393485
32, 100, 0.784961, 0.403216
64, 100, 0.780991, 0.391695
2, 100, 0.849911, 0.445279
4, 100, 0.782733, 0.384063
16, 100, 0.812492, 0.396519
32, 100, 0.801666, 0.401278
64, 100, 0.791494, 0.391216
2, 100, 1.00848, 0.472627
4, 100, 0.775388, 0.383026
16, 100, 0.770283, 0.388982
32, 100, 0.7718, 0.393819
64, 100, 0.82903, 0.3938
2, 100, 0.808064, 0.452371
4, 100, 0.775613, 0.386093
16, 100, 0.774094, 0.390958
32, 100, 0.799914, 0.401682
64, 100, 0.805562, 0.39405
2, 100, 0.798452, 0.510987
4, 100, 0.781593, 0.387354
16, 100, 0.802509, 0.390644
32, 100, 0.799089, 0.401551
64, 100, 0.816311, 0.384555
2, 100, 0.99471, 0.442459
4, 100, 0.775464, 0.382205
16, 100, 0.776457, 0.390449
32, 100, 0.791942, 0.410601
64, 100, 0.798174, 0.380147
2, 100, 1.02065, 0.449946
4, 100, 0.785235, 0.392158
16, 100, 0.853796, 0.407689
32, 100, 0.80256, 0.405842
64, 100, 0.834406, 0.389284
2, 100, 0.801041, 0.446692
4, 100, 0.793568, 0.398129
16, 100, 0.81263, 0.396421
32, 100, 0.801207, 0.400786
64, 100, 0.80502, 0.385735
2, 100, 1.00512, 0.442316
4, 100, 0.773166, 0.384498
16, 100, 0.802129, 0.390122
32, 100, 0.788996, 0.404586
64, 100, 0.783889, 0.395115
2, 100, 1.00286, 0.442015
4, 100, 0.828204, 0.400827
16, 100, 0.798245, 0.382401
32, 100, 0.798863, 0.40626
64, 100, 0.76632, 0.388241
2, 100, 1.00939, 0.634554
4, 100, 0.777597, 0.381219
16, 100, 0.813583, 0.388473
32, 100, 0.789412, 0.397194
64, 100, 0.788432, 0.396715
2, 100, 0.804478, 0.44589
4, 100, 0.782416, 0.378874
16, 100, 0.810389, 0.388736
32, 100, 0.78423, 0.397124
64, 100, 0.797693, 0.388682
2, 100, 1.01895, 0.447213
4, 100, 0.777747, 0.384688
16, 100, 0.818898, 0.393721
32, 100, 0.806905, 0.399554
64, 100, 0.81653, 0.385841
2, 100, 0.803973, 0.445707
4, 100, 0.784185, 0.385969
16, 100, 0.800438, 0.383484
32, 100, 0.796246, 0.406782
64, 100, 0.781677, 0.390205
2, 100, 0.799398, 0.442453
4, 100, 0.781221, 0.387075
16, 100, 0.806286, 0.39258
32, 100, 0.778871, 0.390492
64, 100, 0.842678, 0.406179
2, 100, 1.01986, 0.585603
4, 100, 0.788426, 0.385407
16, 100, 0.778313, 0.389543
32, 100, 0.790383, 0.398483
64, 100, 0.815056, 0.385714
2, 100, 1.0145, 0.539393
4, 100, 0.783017, 0.38713
16, 100, 0.821955, 0.396546
32, 100, 0.771203, 0.395716
64, 100, 0.795795, 0.383063
2, 100, 1.02396, 0.536796
4, 100, 0.77604, 0.383366
16, 100, 0.77265, 0.392756
32, 100, 0.760388, 0.39726
64, 100, 0.827497, 0.384491
2, 100, 0.799756, 0.443497
4, 100, 0.774909, 0.38943
16, 100, 0.802425, 0.388626
32, 100, 0.800669, 0.399452
64, 100, 0.809934, 0.396447
2, 100, 0.813492, 0.64795
4, 100, 0.780687, 0.382152
16, 100, 0.804249, 0.384979
32, 100, 0.842322, 0.416065
64, 100, 0.796238, 0.389431
2, 100, 0.819444, 0.448175
4, 100, 0.780673, 0.389987
16, 100, 0.804395, 0.393551
32, 100, 0.799398, 0.398725
64, 100, 0.824801, 0.387283
2, 100, 0.811643, 0.523941
4, 100, 0.790217, 0.385423
16, 100, 0.802174, 0.390157
32, 100, 0.784696, 0.397638
64, 100, 0.809191, 0.391028
2, 100, 1.00562, 0.446645
4, 100, 0.773011, 0.385876
16, 100, 0.782754, 0.386838
32, 100, 0.781253, 0.40194
64, 100, 0.808209, 0.395795
2, 100, 1.00102, 0.442938
4, 100, 0.786123, 0.389776
16, 100, 0.860661, 0.399042
32, 100, 0.791491, 0.405458
64, 100, 0.802589, 0.391066
2, 100, 0.805223, 0.447101
4, 100, 0.774696, 0.38634
16, 100, 0.784574, 0.383822
32, 100, 0.785749, 0.395193
64, 100, 0.82472, 0.39282
2, 100, 0.814851, 0.452542
4, 100, 0.806631, 0.406203
16, 100, 0.810774, 0.400107
32, 100, 0.793029, 0.395512
64, 100, 0.787082, 0.388007
2, 100, 1.03199, 0.452021
4, 100, 0.772672, 0.385329
16, 100, 0.781708, 0.386912
32, 100, 0.792737, 0.399044
64, 100, 0.806082, 0.386734
2, 100, 0.799972, 0.442751
4, 100, 0.78345, 0.390234
16, 100, 0.80868, 0.388205
32, 100, 0.806399, 0.41057
64, 100, 0.816139, 0.388096
2, 100, 0.807697, 0.448832
4, 100, 0.785334, 0.392418
16, 100, 0.804116, 0.386869
32, 100, 0.798601, 0.403554
64, 100, 0.779425, 0.389838
2, 100, 0.998336, 0.442135
4, 100, 0.786582, 0.393512
16, 100, 0.805263, 0.396588
32, 100, 0.791201, 0.397987
64, 100, 0.809777, 0.381985
2, 100, 0.806652, 0.492667
4, 100, 0.770858, 0.384026
16, 100, 0.80893, 0.388957
32, 100, 0.788332, 0.400081
64, 100, 0.799843, 0.400849
2, 100, 0.801399, 0.444037
4, 100, 0.772914, 0.387008
16, 100, 0.80893, 0.384641
32, 100, 0.789776, 0.400419
64, 100, 0.794216, 0.398797
2, 100, 0.800195, 0.443331
4, 100, 0.787855, 0.386823
16, 100, 0.780914, 0.391386
32, 100, 0.769726, 0.400016
64, 100, 0.791732, 0.395934
2, 100, 1.00042, 0.446536
4, 100, 0.777168, 0.381535
16, 100, 0.825641, 0.398992
32, 100, 0.795668, 0.402549
64, 100, 0.802005, 0.393652
2, 100, 0.805737, 0.44346
4, 100, 0.775763, 0.383835
16, 100, 0.790309, 0.391916
32, 100, 0.797911, 0.398703
64, 100, 0.808207, 0.393235
2, 100, 1.00846, 0.44744
4, 100, 0.777574, 0.386304
16, 100, 0.794102, 0.388324
32, 100, 0.779368, 0.402021
64, 100, 0.791033, 0.392039
2, 100, 1.01642, 0.444902
4, 100, 0.784983, 0.384265
16, 100, 0.816315, 0.391988
32, 100, 0.808958, 0.401895
64, 100, 0.810419, 0.389989
2, 100, 1.01297, 0.482296
4, 100, 0.777881, 0.387801
16, 100, 0.798088, 0.387008
32, 100, 0.790683, 0.399013
64, 100, 0.791801, 0.389362
2, 100, 0.803866, 0.440809
4, 100, 0.775409, 0.383221
16, 100, 0.784686, 0.384092
32, 100, 0.765445, 0.395842
64, 100, 0.811943, 0.40227
2, 100, 0.812851, 0.452557
4, 100, 0.785586, 0.391292
16, 100, 0.804936, 0.384571
32, 100, 0.785025, 0.400382
64, 100, 0.784466, 0.392073
2, 100, 1.01779, 0.443069
4, 100, 0.778042, 0.383543
16, 100, 0.803298, 0.394285
32, 100, 0.785792, 0.407784
64, 100, 0.803612, 0.401701
2, 100, 1.03291, 0.451705
4, 100, 0.773582, 0.384272
16, 100, 0.801915, 0.391488
32, 100, 0.808834, 0.40377
64, 100, 0.78025, 0.397381
2, 100, 0.802888, 0.637353
4, 100, 0.780942, 0.38795
16, 100, 0.801732, 0.388708
32, 100, 0.796039, 0.398422
64, 100, 0.810886, 0.382327
2, 100, 0.823403, 0.625774
4, 100, 0.781397, 0.38582
16, 100, 0.810816, 0.389739
32, 100, 0.797634, 0.402224
64, 100, 0.821386, 0.387392
2, 100, 0.797499, 0.445754
4, 100, 0.779855, 0.389302
16, 100, 0.795703, 0.3895
32, 100, 0.797118, 0.398427
64, 100, 0.803378, 0.388524
2, 100, 0.800607, 0.443973
4, 100, 0.777905, 0.384353
16, 100, 0.781638, 0.392607
32, 100, 0.76614, 0.393979
64, 100, 0.803736, 0.391157
2, 100, 1.06452, 0.474416
4, 100, 0.78544, 0.390341
16, 100, 0.804139, 0.390043
32, 100, 0.785914, 0.401742
64, 100, 0.82011, 0.390889
2, 100, 0.799556, 0.438304
4, 100, 0.777985, 0.381748
16, 100, 0.785545, 0.385322
32, 100, 0.791285, 0.397976
64, 100, 0.787471, 0.400201
2, 100, 1.01536, 0.444655
4, 100, 0.783006, 0.388535
16, 100, 0.806001, 0.388297
32, 100, 0.799531, 0.403851
64, 100, 0.802615, 0.379163
2, 100, 1.00946, 0.450921
4, 100, 0.781511, 0.38113
16, 100, 0.805502, 0.384209
32, 100, 0.791825, 0.396119
64, 100, 0.854212, 0.40603
2, 100, 0.800494, 0.469316
4, 100, 0.788656, 0.395755
16, 100, 0.804194, 0.38446
32, 100, 0.785705, 0.395478
64, 100, 0.791089, 0.391923
2, 100, 0.80256, 0.459744
4, 100, 0.779076, 0.384574
16, 100, 0.806187, 0.390608
32, 100, 0.766753, 0.404325
64, 100, 0.780034, 0.38502
2, 100, 1.0044, 0.474725
4, 100, 0.788648, 0.390821
16, 100, 0.813505, 0.406805
32, 100, 0.789578, 0.401216
64, 100, 0.799062, 0.387497
2, 100, 0.814158, 0.453076
4, 100, 0.785786, 0.39093
16, 100, 0.815483, 0.387265
32, 100, 0.790894, 0.401019
64, 100, 0.819078, 0.381649
2, 100, 0.796628, 0.445044
4, 100, 0.778127, 0.385047
16, 100, 0.794661, 0.402443
32, 100, 0.796493, 0.406249
64, 100, 0.819347, 0.391633
2, 100, 1.01453, 0.458586
4, 100, 0.777722, 0.384815
16, 100, 0.793278, 0.392594
32, 100, 0.799828, 0.411039
64, 100, 0.825032, 0.390052
2, 100, 0.805395, 0.446095
4, 100, 0.777189, 0.389223
16, 100, 0.786313, 0.384255
32, 100, 0.796846, 0.395237
64, 100, 0.787137, 0.384734
2, 100, 0.807574, 0.445723
4, 100, 0.78385, 0.386821
16, 100, 0.80986, 0.385015
32, 100, 0.789996, 0.40056
64, 100, 0.793613, 0.394674
2, 100, 1.01976, 0.455562
4, 100, 0.787823, 0.389436
16, 100, 0.798217, 0.393649
32, 100, 0.790872, 0.405146
64, 100, 0.815617, 0.389881
2, 100, 1.00886, 0.444241
4, 100, 0.780554, 0.382462
16, 100, 0.810143, 0.39231
32, 100, 0.798689, 0.396665
64, 100, 0.801178, 0.387389
2, 100, 0.796109, 0.627133
4, 100, 0.781634, 0.387214
16, 100, 0.809713, 0.388774
32, 100, 0.832452, 0.417018
64, 100, 0.790013, 0.387452
2, 100, 0.811292, 0.450776
4, 100, 0.779435, 0.387319
16, 100, 0.797761, 0.400194
32, 100, 0.78984, 0.400491
64, 100, 0.829082, 0.387852
2, 100, 0.996553, 0.447647
4, 100, 0.78155, 0.382666
16, 100, 0.841676, 0.394927
32, 100, 0.782015, 0.398087
64, 100, 0.782691, 0.399972
2, 100, 0.802098, 0.44983
4, 100, 0.77849, 0.378444
16, 100, 0.8018, 0.388472
32, 100, 0.786588, 0.399983
64, 100, 0.827758, 0.389781
2, 100, 0.802666, 0.449909
4, 100, 0.779066, 0.388706
16, 100, 0.785954, 0.390102
32, 100, 0.782275, 0.40554
64, 100, 0.835209, 0.388874
2, 100, 1.02631, 0.455944
4, 100, 0.779404, 0.386369
16, 100, 0.803985, 0.396886
32, 100, 0.786859, 0.404719
64, 100, 0.853306, 0.414353
2, 100, 0.821895, 0.450798
4, 100, 0.781387, 0.386813
16, 100, 0.788554, 0.3805
32, 100, 0.80601, 0.405971
64, 100, 0.808776, 0.398254
2, 100, 1.00488, 0.635205
4, 100, 0.829762, 0.400669
16, 100, 0.823635, 0.394127
32, 100, 0.785387, 0.403003
64, 100, 0.808921, 0.402437
2, 100, 1.01229, 0.450811
4, 100, 0.791454, 0.38631
16, 100, 0.780909, 0.388248
32, 100, 0.795043, 0.395018
64, 100, 0.771107, 0.39162
2, 100, 1.00905, 0.441062
4, 100, 0.778989, 0.3823
16, 100, 0.806221, 0.397015
32, 100, 0.807365, 0.410408
64, 100, 0.797307, 0.386388
2, 100, 1.01487, 0.571564
4, 100, 0.778677, 0.390013
16, 100, 0.801844, 0.396047
32, 100, 0.798948, 0.394654
64, 100, 0.814454, 0.384371
2, 100, 1.01477, 0.450069
4, 100, 0.771732, 0.388256
16, 100, 0.802086, 0.382281
32, 100, 0.800161, 0.404879
64, 100, 0.795956, 0.393861
2, 100, 1.00035, 0.447984
4, 100, 0.78988, 0.38711
16, 100, 0.80153, 0.38749
32, 100, 0.794997, 0.400702
64, 100, 0.803137, 0.397922
2, 100, 0.868407, 0.466767
4, 100, 0.783883, 0.381712
16, 100, 0.810146, 0.393799
32, 100, 0.78784, 0.395839
64, 100, 0.789158, 0.389132
2, 100, 1.0671, 0.468233
4, 100, 0.791274, 0.388542
16, 100, 0.800601, 0.394476
32, 100, 0.794148, 0.393967
64, 100, 0.799586, 0.395433
2, 100, 0.802282, 0.443669
4, 100, 0.78962, 0.397366
16, 100, 0.81226, 0.383449
32, 100, 0.773336, 0.404072
64, 100, 0.778906, 0.385008
2, 100, 0.811799, 0.602918
4, 100, 0.797377, 0.389382
16, 100, 0.793079, 0.393265
32, 100, 0.813365, 0.40452
64, 100, 0.812906, 0.39235
2, 100, 0.808023, 0.448556
4, 100, 0.782644, 0.385043
16, 100, 0.807028, 0.389597
32, 100, 0.781148, 0.398798
64, 100, 0.805586, 0.399367
2, 100, 0.804058, 0.447042
4, 100, 0.778646, 0.384545
16, 100, 0.802829, 0.383687
32, 100, 0.786676, 0.398737
